PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
767,0,3,Passenger_767,male,8,0,0,T767,51.56187939160607,D,S
768,0,3,Passenger_768,female,17,1,0,T768,142.4267941342665,T,C
769,0,1,Passenger_769,female,57,2,0,T769,19.447971191930044,G,C
770,1,2,Passenger_770,male,58,2,0,T770,158.01438345238518,F,S
771,1,3,Passenger_771,female,24,3,2,T771,113.33589039157866,F,S
772,1,1,Passenger_772,female,13,3,2,T772,43.625524755225264,C,S
773,0,3,Passenger_773,male,69,4,3,T773,141.1162830528914,C,C
774,1,2,Passenger_774,male,51,3,1,T774,27.61226816803475,E,C
775,0,1,Passenger_775,male,24,3,1,T775,44.94896650883584,D,C
776,0,3,Passenger_776,male,37,4,2,T776,165.64775299075615,E,S
777,1,2,Passenger_777,male,14,4,1,T777,18.46549213321063,E,S
778,0,2,Passenger_778,female,40,3,2,T778,31.844099103539893,D,Q
779,0,3,Passenger_779,male,1,2,2,T779,157.31075894978974,F,S
780,0,3,Passenger_780,male,32,4,2,T780,49.33491306677026,E,S
781,0,3,Passenger_781,male,26,2,1,T781,19.03645433575062,G,nan
782,0,3,Passenger_782,female,54,2,0,T782,128.79689009689287,E,S
783,1,2,Passenger_783,male,75,2,3,T783,146.31829776337193,T,S
784,0,1,Passenger_784,female,69,0,1,T784,137.92266053467847,D,C
785,1,3,Passenger_785,female,38,2,0,T785,99.80841850974332,nan,S
786,0,3,Passenger_786,female,56,1,3,T786,85.93756075628775,C,C
787,1,3,Passenger_787,female,20,4,1,T787,129.4343533043542,A,S
788,1,2,Passenger_788,male,71,1,3,T788,44.162357768808384,D,S
789,1,3,Passenger_789,male,58,4,1,T789,37.15480026268136,D,nan
790,0,3,Passenger_790,male,34,0,3,T790,17.30701111219862,E,S
791,1,1,Passenger_791,male,78,0,0,T791,57.26803944944601,A,S
792,0,1,Passenger_792,male,52,3,3,T792,36.33171325155016,T,Q
793,1,2,Passenger_793,female,44,4,3,T793,76.76162894711717,G,C
794,0,3,Passenger_794,female,56,1,1,T794,24.070292961696346,C,S
795,1,2,Passenger_795,female,49,1,0,T795,67.12976747352593,nan,S
796,0,3,Passenger_796,male,18,2,3,T796,111.41595421264182,A,S
797,1,1,Passenger_797,female,32,0,3,T797,27.227421388584865,D,Q
798,0,2,Passenger_798,female,35,2,0,T798,149.09491049636767,E,S
799,0,1,Passenger_799,male,40,2,3,T799,36.34781342993412,T,S
800,1,3,Passenger_800,male,29,0,3,T800,160.03341703777437,C,S
801,0,1,Passenger_801,male,11,0,3,T801,160.4399455626949,C,C
802,1,3,Passenger_802,male,79,3,2,T802,92.41337589692479,D,C
803,1,3,Passenger_803,male,62,1,3,T803,141.84217130862,F,nan
804,0,2,Passenger_804,female,79,3,3,T804,163.8227689336551,E,C
805,1,2,Passenger_805,female,11,0,2,T805,118.50286954364344,D,C
806,0,2,Passenger_806,female,57,4,0,T806,36.60775578266171,B,C
807,0,1,Passenger_807,female,56,3,3,T807,71.27482360613706,A,nan
808,0,2,Passenger_808,male,54,4,0,T808,113.07864870493161,nan,Q
809,0,1,Passenger_809,male,52,4,3,T809,133.52023855519414,G,S
810,1,3,Passenger_810,male,3,4,3,T810,152.06549166054066,B,C
811,0,2,Passenger_811,female,60,0,3,T811,31.068512168644467,F,S
812,0,1,Passenger_812,female,25,1,3,T812,196.47558617383248,T,C
813,0,2,Passenger_813,female,45,3,2,T813,197.6559374727937,C,Q
814,0,3,Passenger_814,male,50,3,1,T814,105.47344511738281,nan,Q
815,1,2,Passenger_815,female,42,4,3,T815,159.03344378696357,E,Q
816,0,3,Passenger_816,female,79,2,3,T816,190.41818793799237,D,S
817,0,3,Passenger_817,male,30,2,3,T817,103.74010380535945,B,Q
818,0,2,Passenger_818,female,15,4,3,T818,193.8772622140428,A,S
819,0,2,Passenger_819,male,44,2,1,T819,59.21851085625645,D,S
820,1,1,Passenger_820,male,33,2,3,T820,193.53886608328742,F,Q
821,1,1,Passenger_821,female,48,3,1,T821,43.827087120116616,A,S
822,1,2,Passenger_822,male,20,0,2,T822,113.58900635067621,B,S
823,0,3,Passenger_823,female,61,0,0,T823,175.84829284454753,F,C
824,0,2,Passenger_824,male,1,0,1,T824,114.46179155665895,nan,nan
825,0,3,Passenger_825,male,7,1,1,T825,104.23021031381094,C,Q
826,0,2,Passenger_826,male,42,1,2,T826,127.64624032928414,F,S
827,1,3,Passenger_827,female,10,0,0,T827,132.07169650911442,D,S
828,0,3,Passenger_828,female,25,3,1,T828,109.18294271656309,F,S
829,0,1,Passenger_829,female,11,1,2,T829,160.75832931951683,B,S
830,0,3,Passenger_830,male,43,0,1,T830,128.36048450050384,C,S
831,0,3,Passenger_831,male,41,3,2,T831,149.81795101120454,C,S
832,0,3,Passenger_832,male,51,4,0,T832,151.78336437624404,F,S
833,0,3,Passenger_833,male,31,4,3,T833,107.39848380296274,T,S
834,0,3,Passenger_834,female,70,0,3,T834,97.25836299799495,F,C
835,0,3,Passenger_835,female,70,0,1,T835,149.69859509465354,nan,C
836,0,3,Passenger_836,male,21,3,1,T836,115.27686414955387,A,nan
837,0,3,Passenger_837,male,31,4,1,T837,27.602916424498797,T,C
838,1,3,Passenger_838,female,43,0,3,T838,144.04350488850338,F,S
839,0,1,Passenger_839,female,58,3,0,T839,78.54388811943612,nan,S
840,0,3,Passenger_840,female,38,4,2,T840,41.07911087571532,B,C
841,0,3,Passenger_841,male,12,1,0,T841,177.78516992563868,C,S
842,0,3,Passenger_842,male,44,2,1,T842,27.035168289191486,nan,Q
843,1,2,Passenger_843,male,11,3,1,T843,21.161661166353547,G,S
844,1,3,Passenger_844,male,70,4,2,T844,176.62200992758937,A,S
845,0,2,Passenger_845,female,78,2,1,T845,17.519340764415936,A,S
846,1,2,Passenger_846,male,30,1,1,T846,197.6604719662181,D,nan
847,1,2,Passenger_847,male,56,4,1,T847,178.71056626960004,G,S
848,1,2,Passenger_848,male,15,2,2,T848,97.46719739143069,A,S
849,0,3,Passenger_849,male,77,4,2,T849,75.73044369734022,D,S
850,1,3,Passenger_850,female,62,4,2,T850,63.64016230328808,T,S
851,1,1,Passenger_851,male,68,0,1,T851,25.77227197675969,D,S
852,0,3,Passenger_852,male,12,2,2,T852,155.40093371401636,A,S
853,0,3,Passenger_853,male,47,2,0,T853,27.258588515822932,D,nan
854,0,3,Passenger_854,male,62,0,1,T854,20.227396675694454,B,S
855,1,1,Passenger_855,male,69,2,0,T855,75.79543974966067,F,S
856,0,3,Passenger_856,female,20,3,1,T856,108.28681366080276,D,S
857,1,1,Passenger_857,female,48,3,2,T857,34.74078544153515,E,S
858,1,3,Passenger_858,male,61,4,1,T858,73.4315803271985,C,S
859,1,3,Passenger_859,female,29,0,2,T859,164.36865262167993,T,C
860,0,1,Passenger_860,female,39,2,0,T860,173.4021965406092,E,S
861,1,3,Passenger_861,female,38,1,3,T861,149.40465485343,E,C
862,0,3,Passenger_862,male,73,0,0,T862,38.99721854712074,G,S
863,1,1,Passenger_863,male,49,2,0,T863,86.66431658472996,F,S
864,0,2,Passenger_864,male,56,3,1,T864,116.86808054651465,nan,C
865,0,1,Passenger_865,male,61,1,2,T865,162.20670800324078,E,nan
866,1,3,Passenger_866,male,8,4,0,T866,120.22029599046228,E,Q
867,0,1,Passenger_867,female,29,0,1,T867,183.54945021779477,D,S
868,0,3,Passenger_868,female,53,3,0,T868,135.34903215638687,nan,S
869,1,1,Passenger_869,male,12,4,2,T869,189.00806141415086,F,S
870,1,3,Passenger_870,female,62,2,1,T870,124.41600390330875,G,S
871,1,1,Passenger_871,male,54,4,1,T871,75.92466835066686,F,S
872,1,2,Passenger_872,male,30,3,1,T872,99.56853795015256,B,S
873,0,2,Passenger_873,male,19,1,3,T873,121.4800326813651,nan,S
874,1,1,Passenger_874,male,58,1,1,T874,188.4547831174162,T,S
875,0,1,Passenger_875,female,38,4,0,T875,186.86730319474,G,S
876,0,3,Passenger_876,female,59,3,0,T876,31.46094456125887,G,S
877,0,3,Passenger_877,male,70,0,3,T877,160.72645205242742,D,C
878,0,1,Passenger_878,female,19,4,3,T878,151.78179180552146,F,S
879,1,2,Passenger_879,male,37,3,3,T879,196.15052033054215,D,S
880,1,3,Passenger_880,male,51,3,2,T880,40.27173518569013,E,S
881,1,3,Passenger_881,male,3,4,3,T881,159.80484570886324,nan,S
882,0,2,Passenger_882,male,21,4,3,T882,90.66505527465127,F,S
883,0,2,Passenger_883,female,49,3,0,T883,105.62443446052555,E,nan
884,1,1,Passenger_884,male,73,2,0,T884,45.13771949098229,D,nan
885,0,1,Passenger_885,male,54,0,2,T885,183.99073810396513,T,nan
886,1,3,Passenger_886,female,39,4,3,T886,46.16746065329096,T,S
887,0,1,Passenger_887,male,44,3,3,T887,68.52313353194783,C,S
888,0,1,Passenger_888,male,3,1,2,T888,125.31279361105311,A,S
889,1,3,Passenger_889,male,46,2,2,T889,199.0111663123185,C,C
890,0,3,Passenger_890,male,49,4,2,T890,173.0756807944527,G,S
891,1,3,Passenger_891,male,61,1,3,T891,140.66453595356748,nan,C
892,1,2,Passenger_892,female,76,3,1,T892,14.931120734546104,D,S
893,0,3,Passenger_893,female,25,3,0,T893,182.49320115897723,A,S
894,1,2,Passenger_894,female,71,0,1,T894,120.00158939301625,E,S
895,1,2,Passenger_895,female,64,3,3,T895,179.82446282328794,E,S
896,0,2,Passenger_896,male,57,0,0,T896,114.04273135266675,G,S
897,0,2,Passenger_897,female,78,3,2,T897,95.06694853046655,B,S
898,0,2,Passenger_898,male,14,3,1,T898,132.39567464799234,F,C
899,0,2,Passenger_899,female,58,1,3,T899,43.078125399930265,E,nan
900,0,3,Passenger_900,male,28,3,3,T900,60.2629002027963,F,C
901,0,3,Passenger_901,male,6,0,0,T901,44.64515799346162,C,S
902,1,1,Passenger_902,female,67,4,1,T902,109.37026018665472,D,S
903,0,3,Passenger_903,female,13,0,0,T903,110.73021068851952,T,S
904,0,2,Passenger_904,male,17,0,2,T904,175.45141176792646,C,C
905,0,3,Passenger_905,male,4,1,3,T905,46.5706745658545,T,Q
906,0,1,Passenger_906,male,11,4,2,T906,50.39382926111173,A,S
907,1,2,Passenger_907,female,53,2,3,T907,144.60940134073206,nan,S
908,0,3,Passenger_908,female,50,2,0,T908,62.484199141817236,nan,S
909,0,3,Passenger_909,male,20,3,3,T909,22.921551166485017,B,S
910,1,1,Passenger_910,male,4,3,1,T910,112.3471565048694,C,Q
911,0,3,Passenger_911,male,75,2,2,T911,34.91756557104887,nan,S
912,1,2,Passenger_912,female,24,4,0,T912,86.20980840976814,nan,S
913,0,3,Passenger_913,female,17,0,1,T913,77.41140215712814,A,S
914,1,3,Passenger_914,male,11,3,1,T914,128.70175959950438,B,S
915,0,3,Passenger_915,female,37,4,0,T915,121.71866104447652,G,C
916,1,3,Passenger_916,female,7,1,0,T916,53.54200245458198,F,S
917,1,3,Passenger_917,female,19,2,0,T917,192.32711504573572,G,S
918,1,3,Passenger_918,male,16,1,0,T918,124.68226170862789,E,S
919,0,3,Passenger_919,female,63,4,1,T919,81.57191417054258,D,C
920,1,2,Passenger_920,female,13,2,3,T920,148.18751826905722,E,Q
921,0,1,Passenger_921,male,10,0,3,T921,56.79202346546097,C,C
922,0,3,Passenger_922,male,15,0,2,T922,104.31842525918078,D,C
923,1,3,Passenger_923,male,76,1,3,T923,97.56981676218352,A,C
924,1,2,Passenger_924,female,58,3,2,T924,21.836672062347787,nan,S
925,0,1,Passenger_925,male,76,1,0,T925,135.34736344777005,D,S
926,0,3,Passenger_926,female,49,4,0,T926,186.89131323581836,F,C
927,1,1,Passenger_927,female,76,1,2,T927,58.77854739386354,T,C
928,0,3,Passenger_928,male,5,0,2,T928,135.80181163800793,D,S
929,0,3,Passenger_929,female,5,2,1,T929,33.96918928037145,G,S
930,0,3,Passenger_930,male,65,2,1,T930,44.77473826517235,T,S
931,0,2,Passenger_931,female,12,0,1,T931,128.26296772496264,B,C
932,1,2,Passenger_932,female,18,2,2,T932,97.04839823463138,A,S
933,1,2,Passenger_933,male,53,3,0,T933,22.645650239265898,nan,Q
934,0,3,Passenger_934,female,7,4,0,T934,26.615236054202636,B,S
935,0,3,Passenger_935,female,56,2,0,T935,158.03396084465317,A,S
936,0,2,Passenger_936,female,46,3,0,T936,99.7715918062846,A,Q
937,0,2,Passenger_937,male,62,2,2,T937,120.37375727270933,D,Q
938,0,2,Passenger_938,male,28,3,0,T938,174.7426411411126,G,C
939,0,2,Passenger_939,female,72,0,2,T939,148.7850138095096,T,S
940,0,2,Passenger_940,male,9,3,0,T940,191.86090418758826,D,S
941,0,1,Passenger_941,female,19,2,0,T941,13.364175402920832,G,S
942,0,3,Passenger_942,male,51,1,2,T942,14.746239440239293,nan,Q
943,0,1,Passenger_943,male,6,3,0,T943,182.49093153684757,F,nan
944,1,3,Passenger_944,male,65,2,0,T944,78.33998850738028,A,S
945,1,3,Passenger_945,male,69,1,3,T945,63.38044415315228,A,S
946,1,3,Passenger_946,female,69,3,1,T946,10.485301060543899,F,C
947,1,1,Passenger_947,female,20,0,1,T947,160.51291355248523,A,S
948,1,2,Passenger_948,male,11,1,2,T948,179.18447612535877,C,S
949,0,1,Passenger_949,female,76,0,3,T949,79.95944232287786,E,S
950,0,1,Passenger_950,male,20,4,2,T950,93.30249543373196,F,Q
951,1,3,Passenger_951,male,1,0,2,T951,117.15705484647144,nan,nan
952,1,1,Passenger_952,male,42,1,0,T952,53.63011318529804,C,S
953,1,3,Passenger_953,female,48,2,3,T953,145.16389871921876,B,S
954,0,1,Passenger_954,female,62,1,3,T954,139.7404146012142,D,S
955,0,1,Passenger_955,male,62,4,2,T955,81.09566943933939,A,S
956,1,2,Passenger_956,male,52,3,3,T956,73.8712374989243,D,nan
957,1,2,Passenger_957,female,37,1,1,T957,103.86871626170009,B,S
958,1,3,Passenger_958,female,3,2,2,T958,135.73706421879237,F,S
959,0,1,Passenger_959,male,71,3,3,T959,127.40174473665623,E,nan
960,0,3,Passenger_960,female,5,2,3,T960,121.1332976931078,F,C
961,0,2,Passenger_961,female,72,0,1,T961,181.80848623778752,B,C
962,1,3,Passenger_962,female,46,2,2,T962,126.76060297868588,F,S
963,1,2,Passenger_963,male,51,4,0,T963,85.23122317712564,F,Q
964,0,3,Passenger_964,female,67,0,3,T964,17.214054862928673,D,S
965,0,2,Passenger_965,male,59,3,2,T965,126.31142628107406,G,C
966,1,3,Passenger_966,male,8,0,1,T966,149.57144365111378,G,S
967,0,3,Passenger_967,female,78,1,1,T967,150.2007680772183,C,Q
968,0,2,Passenger_968,female,36,4,2,T968,37.09529061333808,E,S
969,0,2,Passenger_969,female,49,0,1,T969,22.08936531678881,C,nan
970,1,1,Passenger_970,male,13,0,3,T970,59.460184537168914,E,S
971,1,2,Passenger_971,male,62,1,3,T971,57.6908392843624,C,S
972,0,3,Passenger_972,female,73,4,1,T972,128.57456497825416,F,S
973,1,3,Passenger_973,female,57,1,2,T973,125.59165965977616,T,C
974,1,3,Passenger_974,female,47,1,0,T974,43.54101970428316,E,C
975,0,1,Passenger_975,female,46,2,3,T975,185.42287157673564,G,S
976,0,3,Passenger_976,female,13,0,0,T976,37.70046894894129,F,Q
977,1,1,Passenger_977,female,76,1,2,T977,27.73850864387969,B,Q
978,0,3,Passenger_978,female,76,2,1,T978,96.45243653058878,A,nan
979,0,3,Passenger_979,male,20,4,1,T979,32.339782469706975,F,S
980,0,2,Passenger_980,male,70,4,0,T980,43.591338877285494,B,S
981,0,2,Passenger_981,female,61,1,0,T981,88.45383168397434,D,S
982,1,1,Passenger_982,male,45,3,2,T982,30.533946016652507,G,C
983,1,3,Passenger_983,female,53,2,2,T983,57.25531905673596,B,C
984,1,2,Passenger_984,male,79,1,1,T984,15.66405978171148,nan,C
985,1,2,Passenger_985,female,47,0,2,T985,27.407860150165728,G,nan
986,0,3,Passenger_986,female,22,2,0,T986,72.30205109717728,F,S
987,1,3,Passenger_987,male,79,3,2,T987,60.007725272760965,F,Q
988,0,2,Passenger_988,female,62,3,3,T988,122.21960861958897,D,S
989,1,1,Passenger_989,male,1,0,2,T989,31.921955985768076,A,S
990,1,2,Passenger_990,female,73,3,0,T990,84.7467996102231,T,S
991,1,3,Passenger_991,male,26,3,1,T991,85.38489396202338,T,S
992,0,2,Passenger_992,male,37,3,2,T992,147.8849166487193,G,S
993,0,3,Passenger_993,male,45,3,1,T993,14.270367660814362,E,Q
994,1,3,Passenger_994,female,71,4,1,T994,65.34996988531248,nan,nan
995,1,3,Passenger_995,female,25,1,3,T995,182.30417655069704,nan,S
996,0,3,Passenger_996,female,3,0,0,T996,64.30022723074586,B,nan
997,0,2,Passenger_997,male,64,0,2,T997,162.03904602817965,A,Q
998,0,1,Passenger_998,male,25,0,0,T998,67.33382900398722,C,S
999,0,3,Passenger_999,female,33,3,0,T999,196.6673044902824,A,S
1000,1,2,Passenger_1000,male,45,0,0,T1000,126.41161828247337,B,nan
